Date,T,RH,Gas,Value,,
15/3/2016,12.02083337,54.88333368,CO,1053.2,,
16/3/2016,9.833333318,64.06979144,CO,995.25,,
17/3/2016,11.29270837,51.10729162,CO,1025.25,,
18/3/2016,12.86631947,51.53090292,CO,1064.444444,,
19/3/2016,16.01666662,48.84375006,CO,1088.741667,,
20/3/2016,17.37083332,50.32083342,CO,1161.608333,,
21/3/2016,18.62777777,44.82500007,CO,1071.697222,,
22/3/2016,18.77291673,41.16562509,CO,1090.166667,,
23/3/2016,17.76076395,44.08472221,CO,1082.055556,,
24/3/2016,14.19479162,57.90416666,CO,1043.366667,,
25/3/2016,15.85937502,52.1718752,CO,1030.775,,
26/3/2016,17.20486107,52.44340299,CO,1002.041667,,
27/3/2016,17.36354167,44.8354166,CO,903.3333333,,
28/3/2016,12.12256951,60.46979148,CO,897.6472222,,
29/3/2016,11.66875,59.09791629,CO,919.15,,
30/3/2016,11.63020832,58.79791677,CO,867.8333333,,
31/3/2016,11.66770835,51.29513875,CO,867.5722222,,
1/4/2016,12.58541664,46.54687486,CO,876.0083333,,
2/4/2016,13.46354171,45.72604167,CO,847.6583333,,
3/4/2016,13.39201392,37.65486115,CO,793.4888889,,
4/4/2016,15.51145833,34.4552084,CO,949.5,,
5/4/2016,13.57916671,55.03576361,CO,944.7694444,,
6/4/2016,-11.42604168,19.74201385,CO,850.9916667,,
7/4/2016,17.94479162,49.10416649,CO,1031.033333,,
8/4/2016,19.12951387,45.6961806,CO,1045.708333,,
9/4/2016,18.89166672,50.16041656,CO,962.1166667,,
10/4/2016,16.86250006,53.94687498,CO,1026.775,,
11/4/2016,16.92222225,48.20763882,CO,960.3277778,,
12/4/2016,14.31875002,54.71041652,CO,841.2583333,,
13/4/2016,5.559027821,39.00763864,CO,880.4194444,,
14/4/2016,-191.1645833,-188.8395833,CO,-114.1333333,,
15/4/2016,15.08541665,49.17083333,CO,841.0333333,,
16/4/2016,14.77430556,43.76250022,CO,751.9166667,,
17/4/2016,12.19687499,52.97187511,CO,743.9416667,,
18/4/2016,13.06249996,53.05000003,CO,888.7,,
19/4/2016,15.49236109,47.35243069,CO,914.9777778,,
20/4/2016,14.82916668,51.21562497,CO,1060.7,,
21/4/2016,14.09826386,69.34062526,CO,1063.961111,,
22/4/2016,15.54375006,64.27812509,CO,851.65,,
23/4/2016,15.58750002,64.1427085,CO,856.8083333,,
24/4/2016,13.6024306,67.43055564,CO,844.3805556,,
25/4/2016,16.26562496,56.91250016,CO,920.6416667,,
26/4/2016,19.09062506,44.99444461,CO,939.2861111,,
27/4/2016,21.05416664,39.29687504,CO,927,,
28/4/2016,21.22916664,39.14375009,CO,1041.916667,,
29/4/2016,20.08159728,48.51840254,CO,992.4638889,,
30/4/2016,15.61770836,41.1937501,CO,733.0083333,,
1/5/2016,16.80312501,38.55104178,CO,766.325,,
2/5/2016,20.61215281,35.55208314,CO,899.05,,
3/5/2016,21.08958334,42.77604159,CO,1034.383333,,
4/5/2016,18.91388893,51.19513904,CO,1057.988889,,
5/5/2016,17.98958333,66.56562523,CO,1064.008333,,
6/5/2016,20.13437505,52.17812492,CO,877.95,,
7/5/2016,19.58819454,49.55694434,CO,844.4472222,,
8/5/2016,21.23749995,48.74270846,CO,931.8833333,,
9/5/2016,18.01874993,66.27500014,CO,914.8583333,,
10/5/2016,16.23402773,66.88749998,CO,863.175,,
11/5/2016,14.31458333,62.78229145,CO,800.2666667,,
12/5/2016,15.45520842,55.58888876,CO,799.4638889,,
13/5/2016,14.28020836,59.31250008,CO,801.7416667,,
14/5/2016,15.26041657,56.91770824,CO,816.625,,
15/5/2016,17.94166672,50.46458309,CO,888.2555556,,
16/5/2016,18.97083328,48.04999997,CO,964.7333333,,
17/5/2016,17.21527775,56.31944438,CO,971.0111111,,
18/5/2016,17.67083326,51.33124995,CO,900.7083333,,
19/5/2016,21.81979166,37.30729163,CO,897.4083333,,
20/5/2016,21.03923606,34.38993053,CO,834.7666667,,
21/5/2016,22.35937495,34.83125005,CO,827.5,,
22/5/2016,21.34583342,26.02083321,CO,789.1333333,,
23/5/2016,23.74097229,30.98472227,CO,926.2972222,,
24/5/2016,22.98958332,37.68958332,CO,957.475,,
25/5/2016,23.64236111,37.434375,CO,989.8166667,,
26/5/2016,23.47187508,34.728125,CO,968.6333333,,
27/5/2016,22.04270838,42.35208337,CO,988.3166667,,
28/5/2016,22.35659726,41.75972241,CO,846.9388889,,
29/5/2016,19.94687499,25.6614582,CO,703.55,,
30/5/2016,-23.92083335,-24.78645826,CO,598.225,,
31/5/2016,-57.95173605,-61.50069437,CO,489.0277778,,
1/6/2016,22.86354162,32.07499983,CO,870.0833333,,
2/6/2016,21.33229167,41.12812505,CO,829.6,,
3/6/2016,20.26875008,39.06319459,CO,704.7027778,,
4/6/2016,23.71562495,31.28229173,CO,700.6416667,,
5/6/2016,22.79687496,42.8687501,CO,805.5666667,,
6/6/2016,20.33229162,66.14513891,CO,908.3916667,,
7/6/2016,23.89166669,52.67499973,CO,781.8666667,,
8/6/2016,23.30069434,45.93993062,CO,793.2583333,,
9/6/2016,23.39479162,39.42916671,CO,774.05,,
10/6/2016,23.87291668,45.05833336,CO,769.9916667,,
11/6/2016,21.89756954,48.71250023,CO,679.8722222,,
12/6/2016,25.5531249,37.70104178,CO,779.0166667,,
13/6/2016,27.31979158,38.34479175,CO,855.5083333,,
14/6/2016,29.43750014,35.84791675,CO,897.65,,
15/6/2016,29.02500002,36.66875001,CO,897.0666667,,
16/6/2016,28.42013885,29.57812509,CO,828.1222222,,
17/6/2016,27.32499995,33.5625,CO,818.575,,
18/6/2016,22.29479172,42.84166662,CO,677.1,,
19/6/2016,22.18090278,43.88472217,CO,702.9833333,,
20/6/2016,26.58645821,36.06458336,CO,799.6333333,,
21/6/2016,25.94409713,41.97708328,CO,847.4861111,,
22/6/2016,25.28854167,42.62395835,CO,839,,
23/6/2016,28.23333327,38.00937502,CO,834.2,,
24/6/2016,-68.06979167,-58.29687495,CO,385.4027778,,
25/6/2016,-200,-200,CO,-160,,
26/6/2016,-12.14895831,-5.416666528,CO,606.9916667,,
27/6/2016,25.50833325,37.97465281,CO,818.9138889,,
28/6/2016,27.21875006,36.50937488,CO,864.025,,
29/6/2016,27.80069451,41.32569441,CO,833.6,,
30/6/2016,27.8791667,33.69999992,CO,810.4333333,,
1/7/2016,28.09479163,32.23749992,CO,784.8083333,,
2/7/2016,31.23298599,33.67604156,CO,787.3583333,,
3/7/2016,31.09375008,33.19270849,CO,878.525,,
4/7/2016,31.12916656,37.05937487,CO,931.2083333,,
5/7/2016,31.6069442,38.64548624,CO,924.7555556,,
6/7/2016,30.44270831,39.68749998,CO,904.3333333,,
7/7/2016,30.19444441,33.77569438,CO,878.175,,
8/7/2016,28.71250006,31.89270826,CO,791.8166667,,
9/7/2016,29.0666666,35.59062492,CO,765.3583333,,
10/7/2016,29.55868045,31.00868064,CO,845.8555556,,
11/7/2016,30.52916684,31.14791657,CO,896.3333333,,
12/7/2016,32.38090279,25.41250008,CO,934.0111111,,
13/7/2016,32.47395825,28.20208338,CO,966.1083333,,
14/7/2016,28.99687495,31.21562501,CO,844.0083333,,
15/7/2016,26.61805553,35.73472223,CO,734.4083333,,
16/7/2016,25.76249993,36.09999996,CO,715.2833333,,
17/7/2016,22.75104165,40.79166679,CO,768.6333333,,
18/7/2016,24.89027771,34.71909715,CO,777.5027778,,
19/7/2016,27.60000002,28.46874995,CO,802.925,,
20/7/2016,27.85763887,32.60069442,CO,826.5638889,,
21/7/2016,28.6270834,30.99166668,CO,827.125,,
22/7/2016,29.82187498,29.22395834,CO,808.7083333,,
23/7/2016,30.54652766,26.90138894,CO,792.4888889,,
24/7/2016,31.1364583,28.80312522,CO,902.7416667,,
25/7/2016,32.22083342,29.23333325,CO,951.275,,
26/7/2016,32.36284722,30.81215281,CO,944.8388889,,
27/7/2016,32.99791652,33.08750002,CO,972.9166667,,
28/7/2016,32.55694447,31.85347212,CO,907.6694444,,
29/7/2016,30.1135418,39.88125012,CO,837.425,,
30/7/2016,26.76041659,49.76041667,CO,745.725,,
31/7/2016,30.10104163,35.60937488,CO,786.2972222,,
1/8/2016,28.01666655,32.47187497,CO,737.3,,
2/8/2016,28.37916654,26.45729166,CO,764.7583333,,
3/8/2016,29.45659715,28.30138885,CO,815.2055556,,
4/8/2016,30.02187498,37.04375003,CO,869.1166667,,
5/8/2016,21.46006959,28.20694435,CO,791.6972222,,
6/8/2016,30.65312491,42.1208335,CO,779.25,,
7/8/2016,30.53854175,43.63333317,CO,844.05,,
8/8/2016,30.70694439,41.35138894,CO,879.35,,
9/8/2016,30.58125005,42.06354143,CO,829.1083333,,
10/8/2016,26.29791672,56.64791669,CO,836.8055556,,
11/8/2016,26.48333329,58.03229195,CO,863.2333333,,
12/8/2016,29.10208327,46.35729172,CO,742.1666667,,
13/8/2016,28.04618069,50.14513885,CO,748.0138889,,
14/8/2016,-9.852430556,9.186111,CO,652.8944444,,
15/8/2016,31.54791663,43.88124975,CO,851.3,,
16/8/2016,31.4996528,46.00381931,CO,846.2805556,,
17/8/2016,30.73333337,47.58958312,CO,800.85,,
18/8/2016,29.80729161,44.46805574,CO,739.9222222,,
19/8/2016,29.95416667,41.79270834,CO,724.7583333,,
20/8/2016,29.8145833,37.76979164,CO,677.7916667,,
21/8/2016,30.07083328,30.23368044,CO,713.0055556,,
22/8/2016,30.39166657,33.84687499,CO,788.8833333,,
23/8/2016,29.84479149,37.4104167,CO,798.7833333,,
24/8/2016,32.2291666,41.39618071,CO,798.9611111,,
25/8/2016,30.6249999,45.25312513,CO,785.975,,
26/8/2016,26.79756945,37.68159721,CO,681.1972222,,
27/8/2016,27.54583343,38.43541664,CO,683.6833333,,
28/8/2016,28.00625006,34.8270834,CO,714.6583333,,
29/8/2016,27.98229158,35.98680556,CO,774.25,,
30/8/2016,28.61979161,42.14583331,CO,811.6666667,,
31/8/2016,-144.0729167,-138.6729166,CO,48.86666667,,
1/9/2016,-200,-200,CO,-160,,
2/9/2016,-0.613541524,9.307291667,CO,642.8,,
3/9/2016,27.52187505,45.0003471,CO,789.8166667,,
4/9/2016,27.07812508,46.15416656,CO,853.5916667,,
5/9/2016,27.29374997,46.17291683,CO,856.125,,
6/9/2016,27.05833326,42.09027763,CO,848.3861111,,
7/9/2016,28.91111118,38.07916653,CO,867.2777778,,
8/9/2016,29.9815971,37.22604163,CO,903.6833333,,
9/9/2016,30.36562512,34.64375009,CO,860.875,,
10/9/2016,29.2166666,27.22812498,CO,742.4,,
11/9/2016,26.64270835,36.39791676,CO,782.7333333,,
12/9/2016,18.04687496,23.66979166,CO,778.1666667,,
13/9/2016,-133.7322917,-133.684375,CO,180.1666667,,
14/9/2016,28.51354176,26.559375,CO,890.625,,
15/9/2016,27.9177084,30.60729175,CO,864.2583333,,
16/9/2016,27.21354163,35.54166665,CO,886.1416667,,
17/9/2016,24.65347222,55.25034718,CO,927.0583333,,
18/9/2016,26.26041663,49.9885418,CO,965.3833333,,
19/9/2016,25.20104174,55.95312484,CO,918.725,,
20/9/2016,22.84548604,67.76041664,CO,964.2388889,,
21/9/2016,21.42916662,61.10624981,CO,857.5416667,,
22/9/2016,21.79930564,48.52291677,CO,756.0527778,,
23/9/2016,24.01979162,38.86041657,CO,746.8583333,,
24/9/2016,24.82708341,43.92187508,CO,835.8416667,,
25/9/2016,25.56909711,43.26770825,CO,903.8583333,,
26/9/2016,24.71770825,47.61145834,CO,945.4083333,,
27/9/2016,24.61041661,51.27187512,CO,933.2916667,,
28/9/2016,25.49930545,50.7895834,CO,927.3888889,,
29/9/2016,21.1343751,58.60833327,CO,909.1416667,,
30/9/2016,17.85000003,40.98055555,CO,682.3583333,,
1/10/2016,18.42812505,42.44479167,CO,728.4916667,,
2/10/2016,19.01666665,42.4489582,CO,798,,
3/10/2016,19.89201383,42.38749986,CO,869.225,,
4/10/2016,20.99479166,44.05208321,CO,898.1416667,,
5/10/2016,21.28645837,53.09166674,CO,1014.25,,
6/10/2016,12.82430561,49.38055555,CO,1001.838889,,
7/10/2016,22.81145833,57.38750005,CO,968.6833333,,
8/10/2016,23.00104174,56.39791669,CO,902.5055556,,
9/10/2016,22.17291661,56.58854143,CO,958.85,,
10/10/2016,23.16458323,53.54895834,CO,1013.808333,,
11/10/2016,22.77326385,55.64479168,CO,1036.3,,
12/10/2016,23.12291672,54.55833348,CO,1046.108333,,
13/10/2016,23.28541664,54.93958334,CO,1029.741667,,
14/10/2016,24.88437497,54.79444427,CO,1072.097222,,
15/10/2016,22.0802083,66.91666694,CO,889.6416667,,
16/10/2016,19.92777779,67.12569449,CO,922.7305556,,
17/10/2016,17.74999986,57.20208327,CO,752.8833333,,
18/10/2016,15.38020831,54.92083335,CO,700.4166667,,
19/10/2016,17.79131955,55.77152803,CO,803.9861111,,
20/10/2016,18.32708336,64.6020834,CO,889.8583333,,
21/10/2016,17.41909724,62.10659717,CO,785.8583333,,
22/10/2016,17.96250003,55.39375011,CO,744.9083333,,
23/10/2016,17.346875,60.38124994,CO,926.9,,
24/10/2016,18.21423624,67.01631946,CO,1018.441667,,
25/10/2016,21.7166666,66.2187498,CO,1177.808333,,
26/10/2016,23.81875004,60.47291625,CO,1070.108333,,
27/10/2016,22.52916665,61.66041675,CO,1040.425,,
28/10/2016,21.68020831,62.49895843,CO,988.55,,
29/10/2016,21.35486113,62.78784755,CO,911.8166667,,
30/10/2016,18.66145832,69.74895855,CO,1046,,
31/10/2016,19.53125006,66.22187471,CO,1033.508333,,
1/11/2016,18.43124994,72.33854204,CO,913.4305556,,
2/11/2016,18.37604167,67.79062514,CO,918.8,,
3/11/2016,19.44791665,73.89583313,CO,922.6083333,,
4/11/2016,19.56145822,71.15937512,CO,960.3861111,,
5/11/2016,20.85416669,68.81979187,CO,887.7666667,,
6/11/2016,21.23437503,70.09270836,CO,994.6916667,,
7/11/2016,20.67083333,64.49583328,CO,1047.025,,
8/11/2016,21.53541658,58.01666645,CO,924.45,,
9/11/2016,20.58506941,62.00381945,CO,1024.941667,,
10/11/2016,19.34166679,62.23333335,CO,1010.025,,
11/11/2016,18.28229169,63.48229174,CO,951.4666667,,
12/11/2016,15.8802083,45.86006945,CO,701.125,,
13/11/2016,11.11666669,50.61666663,CO,725.425,,
14/11/2016,8.033333329,64.78402805,CO,800.6277778,,
15/11/2016,8.748958364,71.8145831,CO,769.0666667,,
16/11/2016,10.72187495,75.7052083,CO,907.5,,
17/11/2016,15.27881944,61.90729151,CO,807.5444444,,
18/11/2016,17.33125002,53.84270851,CO,842.6583333,,
19/11/2016,10.35208334,44.30729165,CO,579.7583333,,
20/11/2016,11.96180563,35.07222215,CO,673.6083333,,
21/11/2016,13.3072917,36.1989583,CO,797.35,,
22/11/2016,10.93923603,51.69340301,CO,953.3277778,,
23/11/2016,12.75208334,60.87499996,CO,981.2166667,,
24/11/2016,15.85833333,53.78125006,CO,932.6416667,,
25/11/2016,10.78958334,26.43229163,CO,723.4277778,,
26/11/2016,7.638541708,42.91354156,CO,795.025,,
27/11/2016,6.451041674,54.32500018,CO,1012.616667,,
28/11/2016,10.73125006,75.31354165,CO,1210.566667,,
29/11/2016,11.2416667,75.3218749,CO,1035.8,,
30/11/2016,10.01909723,63.45590266,CO,941.6777778,,
1/12/2016,12.49479169,66.78749979,CO,1151.566667,,
2/12/2016,13.76875008,75.31354133,CO,1140.8,,
3/12/2016,10.64027779,72.66458346,CO,872.1972222,,
4/12/2016,13.77083334,67.2614584,CO,959.1333333,,
5/12/2016,12.99409725,71.59409714,CO,901.6694444,,
6/12/2016,10.89583326,76.99583324,CO,938.5916667,,
7/12/2016,14.47187495,71.2270836,CO,1044.341667,,
8/12/2016,15.24826383,76.96736124,CO,1051.344444,,
9/12/2016,12.48958331,81.10416667,CO,906.4916667,,
10/12/2016,12.41249999,71.88125002,CO,753.4,,
11/12/2016,15.36284729,63.71423611,CO,885.7722222,,
12/12/2016,14.86041673,60.48750007,CO,895.2416667,,
13/12/2016,14.34861109,64.53819454,CO,874.2583333,,
14/12/2016,14.53229172,55.37708342,CO,747.3416667,,
15/12/2016,14.28333337,29.6385417,CO,700.5416667,,
16/12/2016,13.43090277,31.1559027,CO,798.2916667,,
17/12/2016,9.973958358,51.62708356,CO,927.6166667,,
18/12/2016,10.10312505,56.78541676,CO,1006.691667,,
19/12/2016,-51.36319446,-11.95625007,CO,648.3916667,,
20/12/2016,-200,-200,CO,-160,,
21/12/2016,-200,-200,CO,-160,,
22/12/2016,-164.5104167,-154.5156251,CO,29.025,,
23/12/2016,12.31354168,44.88437506,CO,774.15,,
24/12/2016,5.284027769,62.7534722,CO,868.725,,
25/12/2016,8.704166681,53.71979173,CO,731.475,,
26/12/2016,6.669097284,38.66493061,CO,737.8916667,,
27/12/2016,6.606250013,40.78333324,CO,779.325,,
28/12/2016,5.732291652,49.1031251,CO,978.475,,
29/12/2016,-36.02291666,4.436111079,CO,844.3722222,,
30/12/2016,10.26458336,69.8864586,CO,1151.308333,,
31/12/2016,12.04583332,74.79375013,CO,863.7666667,,
1/1/2017,12.55034719,65.45868052,CO,845.1166667,,
2/1/2017,11.33437498,64.53854171,CO,896.375,,
3/1/2017,10.31666662,59.11041665,CO,744.8916667,,
4/1/2017,9.783333321,40.56979156,CO,701.825,,
5/1/2017,9.349999999,39.33958326,CO,720.0916667,,
6/1/2017,6.872569472,50.8086805,CO,891.3111111,,
7/1/2017,-19.24791666,26.86874974,CO,745.3916667,,
8/1/2017,-200,-200,CO,-160,,
9/1/2017,-200,-200,CO,-160,,
10/1/2017,2.471875032,54.78541676,CO,1022.441667,,
11/1/2017,13.44895839,61.06354161,CO,887.3083333,,
12/1/2017,8.455208361,72.04166659,CO,953.6583333,,
13/1/2017,10.38541664,65.75729187,CO,995.125,,
14/1/2017,14.42847217,59.00347197,CO,897.7388889,,
15/1/2017,13.32083333,68.64062524,CO,1023.625,,
16/1/2017,12.78958329,64.09270851,CO,1039.866667,,
17/1/2017,11.96215273,65.6829861,CO,1041.552778,,
18/1/2017,9.990625009,69.5625004,CO,974.9166667,,
19/1/2017,8.088541672,71.72951423,CO,987.3027778,,
20/1/2017,6.431250013,70.2010419,CO,923.0166667,,
21/1/2017,7.524999994,47.77812495,CO,760.7,,
22/1/2017,6.660069471,46.91527761,CO,896.7444444,,
23/1/2017,5.282291658,66.26875003,CO,1017.525,,
24/1/2017,7.823958274,64.99409729,CO,773.2277778,,
25/1/2017,10.06875003,44.24999994,CO,872.025,,
26/1/2017,9.090625018,59.06979191,CO,1103.391667,,
27/1/2017,9.937152834,55.85138901,CO,1026.530556,,
28/1/2017,5.819791675,53.87812507,CO,835.7916667,,
29/1/2017,7.668750003,47.88333329,CO,773.725,,
30/1/2017,4.509027771,50.96909716,CO,684.7333333,,
31/1/2017,4.213541647,49.47708329,CO,696.7666667,,
1/2/2017,5.267708326,39.6149304,CO,729.4222222,,
2/2/2017,-55.51597223,-24.01041656,CO,474.2916667,,
3/2/2017,-14.27291667,28.56354173,CO,615.7,,
4/2/2017,4.848611129,37.832986,CO,691.7138889,,
5/2/2017,7.273958323,31.80937483,CO,867.6,,
15/3/2016,12.02083337,54.88333368,HC,729.8,,
16/3/2016,9.833333318,64.06979144,HC,681.4416667,,
17/3/2016,11.29270837,51.10729162,HC,806.5833333,,
18/3/2016,12.86631947,51.53090292,HC,794.2583333,,
19/3/2016,16.01666662,48.84375006,HC,755.0833333,,
20/3/2016,17.37083332,50.32083342,HC,911.075,,
21/3/2016,18.62777777,44.82500007,HC,849.4111111,,
22/3/2016,18.77291673,41.16562509,HC,879.15,,
23/3/2016,17.76076395,44.08472221,HC,858.0138889,,
24/3/2016,14.19479162,57.90416666,HC,846.3333333,,
25/3/2016,15.85937502,52.1718752,HC,729.5083333,,
26/3/2016,17.20486107,52.44340299,HC,696.4138889,,
27/3/2016,17.36354167,44.8354166,HC,729.2416667,,
28/3/2016,12.12256951,60.46979148,HC,717.2083333,,
29/3/2016,11.66875,59.09791629,HC,710.975,,
30/3/2016,11.63020832,58.79791677,HC,687.675,,
31/3/2016,11.66770835,51.29513875,HC,713.9,,
1/4/2016,12.58541664,46.54687486,HC,698.3916667,,
2/4/2016,13.46354171,45.72604167,HC,626.6583333,,
3/4/2016,13.39201392,37.65486115,HC,609.6944444,,
4/4/2016,15.51145833,34.4552084,HC,730.2166667,,
5/4/2016,13.57916671,55.03576361,HC,690.5083333,,
6/4/2016,-11.42604168,19.74201385,HC,687.2472222,,
7/4/2016,17.94479162,49.10416649,HC,847.3583333,,
8/4/2016,19.12951387,45.6961806,HC,791.675,,
9/4/2016,18.89166672,50.16041656,HC,685.2583333,,
10/4/2016,16.86250006,53.94687498,HC,776.2916667,,
11/4/2016,16.92222225,48.20763882,HC,775.7777778,,
12/4/2016,14.31875002,54.71041652,HC,658.4083333,,
13/4/2016,5.559027821,39.00763864,HC,770.1777778,,
14/4/2016,-191.1645833,-188.8395833,HC,-122.7666667,,
15/4/2016,15.08541665,49.17083333,HC,695.6916667,,
16/4/2016,14.77430556,43.76250022,HC,566.3166667,,
17/4/2016,12.19687499,52.97187511,HC,479.6333333,,
18/4/2016,13.06249996,53.05000003,HC,730.0666667,,
19/4/2016,15.49236109,47.35243069,HC,767.4583333,,
20/4/2016,14.82916668,51.21562497,HC,868.0083333,,
21/4/2016,14.09826386,69.34062526,HC,855.0861111,,
22/4/2016,15.54375006,64.27812509,HC,662.8,,
23/4/2016,15.58750002,64.1427085,HC,640.3333333,,
24/4/2016,13.6024306,67.43055564,HC,697.8888889,,
25/4/2016,16.26562496,56.91250016,HC,827.6166667,,
26/4/2016,19.09062506,44.99444461,HC,862.5583333,,
27/4/2016,21.05416664,39.29687504,HC,857.75,,
28/4/2016,21.22916664,39.14375009,HC,930.4333333,,
29/4/2016,20.08159728,48.51840254,HC,780.8888889,,
30/4/2016,15.61770836,41.1937501,HC,556.0166667,,
1/5/2016,16.80312501,38.55104178,HC,622.7833333,,
2/5/2016,20.61215281,35.55208314,HC,788.2472222,,
3/5/2016,21.08958334,42.77604159,HC,888.6833333,,
4/5/2016,18.91388893,51.19513904,HC,912.8444444,,
5/5/2016,17.98958333,66.56562523,HC,882.75,,
6/5/2016,20.13437505,52.17812492,HC,730.775,,
7/5/2016,19.58819454,49.55694434,HC,687.1305556,,
8/5/2016,21.23749995,48.74270846,HC,796.3166667,,
9/5/2016,18.01874993,66.27500014,HC,777.2583333,,
10/5/2016,16.23402773,66.88749998,HC,754.2388889,,
11/5/2016,14.31458333,62.78229145,HC,717.775,,
12/5/2016,15.45520842,55.58888876,HC,749.4555556,,
13/5/2016,14.28020836,59.31250008,HC,671.5166667,,
14/5/2016,15.26041657,56.91770824,HC,669.7416667,,
15/5/2016,17.94166672,50.46458309,HC,833.1444444,,
16/5/2016,18.97083328,48.04999997,HC,889.1583333,,
17/5/2016,17.21527775,56.31944438,HC,849.9638889,,
18/5/2016,17.67083326,51.33124995,HC,779.9166667,,
19/5/2016,21.81979166,37.30729163,HC,855.2416667,,
20/5/2016,21.03923606,34.38993053,HC,744.0027778,,
21/5/2016,22.35937495,34.83125005,HC,672.8583333,,
22/5/2016,21.34583342,26.02083321,HC,709.3833333,,
23/5/2016,23.74097229,30.98472227,HC,814.8888889,,
24/5/2016,22.98958332,37.68958332,HC,833.4083333,,
25/5/2016,23.64236111,37.434375,HC,844.5138889,,
26/5/2016,23.47187508,34.728125,HC,831.4416667,,
27/5/2016,22.04270838,42.35208337,HC,805.2166667,,
28/5/2016,22.35659726,41.75972241,HC,649.55,,
29/5/2016,19.94687499,25.6614582,HC,625.3833333,,
30/5/2016,-23.92083335,-24.78645826,HC,569.85,,
31/5/2016,-57.95173605,-61.50069437,HC,530.9611111,,
1/6/2016,22.86354162,32.07499983,HC,832.55,,
2/6/2016,21.33229167,41.12812505,HC,787.8166667,,
3/6/2016,20.26875008,39.06319459,HC,621.3055556,,
4/6/2016,23.71562495,31.28229173,HC,630.7916667,,
5/6/2016,22.79687496,42.8687501,HC,781.5666667,,
6/6/2016,20.33229162,66.14513891,HC,817.4277778,,
7/6/2016,23.89166669,52.67499973,HC,685.2583333,,
8/6/2016,23.30069434,45.93993062,HC,789.2972222,,
9/6/2016,23.39479162,39.42916671,HC,750.9333333,,
10/6/2016,23.87291668,45.05833336,HC,712.8833333,,
11/6/2016,21.89756954,48.71250023,HC,601.4138889,,
12/6/2016,25.5531249,37.70104178,HC,825.3333333,,
13/6/2016,27.31979158,38.34479175,HC,869.125,,
14/6/2016,29.43750014,35.84791675,HC,891.225,,
15/6/2016,29.02500002,36.66875001,HC,891.5583333,,
16/6/2016,28.42013885,29.57812509,HC,844.8805556,,
17/6/2016,27.32499995,33.5625,HC,721.1416667,,
18/6/2016,22.29479172,42.84166662,HC,513.25,,
19/6/2016,22.18090278,43.88472217,HC,588.825,,
20/6/2016,26.58645821,36.06458336,HC,808.75,,
21/6/2016,25.94409713,41.97708328,HC,812.2777778,,
22/6/2016,25.28854167,42.62395835,HC,818.175,,
23/6/2016,28.23333327,38.00937502,HC,828.3833333,,
24/6/2016,-68.06979167,-58.29687495,HC,326.9638889,,
25/6/2016,-200,-200,HC,-160,,
26/6/2016,-12.14895831,-5.416666528,HC,630.9916667,,
27/6/2016,25.50833325,37.97465281,HC,824.9333333,,
28/6/2016,27.21875006,36.50937488,HC,848.775,,
29/6/2016,27.80069451,41.32569441,HC,731.1583333,,
30/6/2016,27.8791667,33.69999992,HC,789.0916667,,
1/7/2016,28.09479163,32.23749992,HC,701.6333333,,
2/7/2016,31.23298599,33.67604156,HC,686.9194444,,
3/7/2016,31.09375008,33.19270849,HC,832.4833333,,
